Ticket_ID,Created_Date,Resolved_Date,Support_Team,Support_Engineer,Application_Module,Issue_Category,Priority,Ticket_Status,Resolution_Days,SLA_Target_Days,SLA_Status,CSAT_Score
TKT01086,2024-09-21,2024-09-21,Application Support,Sneha,User Management,Performance Issue,Critical,Closed,0.0,1,Met,5.0
TKT01087,2024-04-20,2024-04-21,Integration Support,Divya,Orders,Data Issue,High,Open,1.0,2,Met,
TKT01088,2024-09-13,,Database Support,Rohit,Orders,Access Issue,Low,Pending client,,5,,
TKT01089,2024-03-14,2024-03-18,Infrastructure Support,Lakshmi,Login,Data Issue,Low,Open,4.0,5,Met,
TKT01090,2024-09-14,,Integration Support,Manish,Reporting,Performance Issue,HIGH,Pending client,,2,,
TKT01091,2024-03-31,,Application Support,Rahul,Payments,Data Issue,High,Open,,2,,
TKT01092,2024-01-04,,Infrastructure Support,Kiran,Payments,Data Issue,Low,Pending client,,5,,
TKT01093,2024-07-26,2024-08-01,Database Support,Rohit,Orders,Configuration Issue,Low,Resolved,6.0,5,Breached,
TKT01094,2024-05-25,2024-05-27,Application Support,Karthik,Payments,Bug,Critical,In Progress,2.0,1,Breached,
TKT01095,2024-05-07,2024-05-10,Application Support,Priya,API Integration,Configuration Issue,critical,resolved,3.0,1,Breached,
TKT01096,2024-02-14,,Application Support,Priya,Payments,Configuration Issue,Critical,Pending Client,,1,,
TKT01097,2024-06-03,2024-06-07,Database Support,Vikram,Reporting,Access Issue,low,closed,4.0,5,Met,3.0
TKT01098,2024-03-05,2024-03-07,Integration Support,Arjun,Login,Bug,Medium,resolved,2.0,3,Met,5.0
TKT01099,2024-08-26,,Application Support,Priya,Payments,Bug,Medium,Pending Client,,3,,
TKT01100,2024-11-23,2024-11-27,Application Support,Priya,Orders ,Bug,HIGH,Pending client,4.0,2,Breached,
TKT01101,2024-09-21,2024-09-28,Integration Support,Tarun,Payments,Performance Issue,Low,Open,7.0,5,Breached,
TKT01102,2024-04-16,2024-04-16,Application Support,Priya,User Management ,Performance Issue,HIGH,Pending client,0.0,2,Met,
TKT01103,2024-09-20,2024-09-20,Integration Support,Pooja,API Integration,Performance Issue,critical,Resolved,0.0,1,Met,
TKT01104,2024-11-07,2024-11-07,Application Support,Sneha,Reporting,Configuration Issue,Low,Open,0.0,5,Met,
TKT01105,2024-06-04,2024-06-07,Application Support,Rahul,User Management,Configuration Issue,HIGH,Resolved,3.0,2,Breached,3.0
TKT01106,2024-03-08,2024-03-11,Database Support,Anjali,User Management,Access Issue,Medium,resolved,3.0,3,Met,4.0
TKT01107,2024-06-01,2024-06-02,Integration Support,Divya,Orders,Performance Issue,Critical,Closed,1.0,1,Met,
TKT01108,2024-02-09,2024-02-13,Application Support,Amit,Reporting,Bug,low,closed,4.0,5,Met,5.0
TKT01109,2024-08-02,2024-08-09,Database Support,Anjali,Payments,Configuration Issue,low,Resolved,7.0,5,Breached,3.0
TKT01110,2024-08-02,2024-08-02,Infrastructure Support,Harish,API Integration,Bug,Critical,Closed,0.0,1,Met,
TKT01111,2024-06-14,2024-06-18,Database Support,Vikram,Orders,Access Issue,Medium,resolved,4.0,3,Breached,
TKT01112,2024-09-02,2024-09-05,Database Support,Neha,Login,Bug,Medium,Pending client,3.0,3,Met,
TKT01113,2024-10-09,2024-10-12,Database Support,Vikram,Login,Access Issue,Medium,Closed,3.0,3,Met,3.0
TKT01114,2024-08-27,2024-08-30,Integration Support,Manish,API Integration,Bug,Medium,Pending Client,3.0,3,Met,
TKT01115,2024-08-03,2024-08-04,Infrastructure Support,Naveen,User Management,Performance Issue,Critical,Resolved,1.0,1,Met,4.0
TKT01116,2024-01-30,2024-01-30,Integration Support,Divya,API Integration,Bug,HIGH,resolved,0.0,2,Met,
TKT01117,2024-03-01,2024-03-07,Database Support,Anjali,Orders,Data Issue,Low,Closed,6.0,5,Breached,1.0
TKT01118,2024-01-15,2024-01-18,Integration Support,Tarun,Login,Access Issue,HIGH,Closed,3.0,2,Breached,
TKT01119,2024-01-07,2024-01-07,Integration Support,Manish,Payments,Bug,Critical,In Progress,0.0,1,Met,
TKT01120,2024-04-05,2024-04-08,Database Support,Sandeep,Orders,Configuration Issue,High,Pending client,3.0,2,Breached,
TKT01121,2024-04-29,2024-05-01,Infrastructure Support,Harish,Reporting,Access Issue,Critical,closed,2.0,1,Breached,1.0
TKT01122,2024-12-29,,Infrastructure Support,Meena,User Management ,Performance Issue,Medium,Open,,3,,
TKT01123,2024-06-22,,Integration Support,Pooja,Login,Performance Issue,Low,Pending Client,,5,,
TKT01124,2024-10-15,,Integration Support,Divya,User Management,Configuration Issue,Medium,Pending client,,3,,
TKT01125,2024-12-21,2024-12-21,Infrastructure Support,Meena,Reporting,Access Issue,High,Closed,0.0,2,Met,3.0
TKT01126,2024-03-10,,Application Support,Rahul,Payments,Performance Issue,Low,In Progress,,5,,
TKT01127,2024-11-22,2024-11-22,Integration Support,Pooja,User Management ,Configuration Issue,critical,Pending client,0.0,1,Met,
TKT01128,2024-12-23,,Application Support,Sneha,Reporting,Data Issue,Critical,Pending client,,1,,
TKT01129,2024-04-27,,Database Support,Rohit,API Integration,Configuration Issue,low,Pending client,,5,,
TKT01130,2024-09-08,2024-09-13,Application Support,Sneha,Payments,Bug,Low,closed,5.0,5,Met,5.0
TKT01131,2024-12-22,,Infrastructure Support,Lakshmi,Reporting,Bug,Critical,Pending client,,1,,
TKT01132,2024-07-06,2024-07-12,Application Support,Sneha,Payments,Data Issue,HIGH,Resolved,6.0,2,Breached,
TKT01133,2024-05-01,2024-05-01,Integration Support,Manish,User Management,Data Issue,Critical,closed,0.0,1,Met,4.0
TKT01134,2024-04-02,2024-04-03,Database Support,Vikram,Reporting,Performance Issue,critical,closed,1.0,1,Met,4.0
TKT01135,2024-08-29,2024-08-29,Database Support,Vikram,Orders,Configuration Issue,Critical,Closed,0.0,1,Met,4.0
TKT01136,2024-09-22,2024-09-25,Integration Support,Pooja,Orders,Performance Issue,Medium,resolved,3.0,3,Met,4.0
TKT01137,2024-11-12,2024-11-15,Application Support,Rahul,Reporting,Bug,critical,Resolved,3.0,1,Breached,1.0
TKT01138,2024-06-22,,Database Support,Sandeep,User Management,Performance Issue,low,Pending client,,5,,
TKT01139,2024-12-28,2024-12-31,Application Support,Karthik,API Integration,Bug,Low,resolved,3.0,5,Met,5.0
TKT01140,2024-08-28,2024-08-29,Database Support,Vikram,User Management,Data Issue,HIGH,closed,1.0,2,Met,
TKT01141,2024-12-10,,Infrastructure Support,Meena,Orders,Data Issue,Medium,In Progress,,3,,
TKT01142,2024-06-01,2024-06-02,Database Support,Rohit,Orders,Bug,HIGH,resolved,1.0,2,Met,
TKT01143,2024-12-28,2024-12-30,Integration Support,Pooja,Orders,Performance Issue,Critical,Pending client,2.0,1,Breached,
TKT01144,2024-11-29,2024-11-29,Database Support,Neha,Payments,Performance Issue,High,In Progress,0.0,2,Met,
TKT01145,2024-12-21,2024-12-28,Integration Support,Arjun,Login ,Access Issue,Low,closed,7.0,5,Breached,2.0
TKT01146,2024-09-24,2024-09-27,Database Support,Vikram,Payments,Access Issue,High,Resolved,3.0,2,Breached,
TKT01147,2024-02-05,2024-02-08,Application Support,Sneha,Login,Performance Issue,Medium,In Progress,3.0,3,Met,
TKT01148,2024-03-19,2024-03-19,Database Support,Anjali,API Integration,Performance Issue,Critical,closed,0.0,1,Met,4.0
TKT01149,2024-11-20,2024-11-24,Infrastructure Support,Naveen,User Management,Configuration Issue,low,Closed,4.0,5,Met,5.0
TKT01150,2024-06-02,2024-06-04,Integration Support,Tarun,User Management,Data Issue,HIGH,Closed,2.0,2,Met,5.0
TKT01151,2024-11-11,,Infrastructure Support,Meena,Orders,Performance Issue,HIGH,Open,,2,,
TKT01152,2024-07-16,2024-07-17,Application Support,Priya,Reporting,Bug,High,closed,1.0,2,Met,3.0
TKT01153,2024-12-18,2024-12-18,Infrastructure Support,Meena,Login,Bug,critical,Pending client,0.0,1,Met,
TKT01154,2024-06-14,,Database Support,Neha,Payments,Data Issue,Medium,Pending client,,3,,
TKT01155,2024-06-07,,Application Support,Sneha,API Integration,Performance Issue,Medium,In Progress,,3,,
TKT01156,2024-09-10,2024-09-10,Database Support,Neha,API Integration,Access Issue,Critical,Resolved,0.0,1,Met,4.0
TKT01157,2024-04-19,,Integration Support,Arjun,Payments,Performance Issue,Low,Pending client,,5,,
TKT01158,2024-01-24,,Integration Support,Divya,Orders,Bug,Medium,Pending client,,3,,
TKT01159,2024-03-28,2024-03-28,Infrastructure Support,Kiran,Orders,Configuration Issue,HIGH,Open,0.0,2,Met,
TKT01160,2024-06-07,,Application Support,Rahul,Login,Bug,HIGH,Open,,2,,
TKT01161,2024-12-24,2024-12-26,Integration Support,Divya,API Integration,Bug,HIGH,Resolved,2.0,2,Met,3.0
TKT01162,2024-01-22,2024-01-27,Integration Support,Pooja,Payments ,Configuration Issue,Low,closed,5.0,5,Met,4.0
TKT01163,2024-02-17,,Integration Support,Manish,Orders,Bug,High,Pending Client,,2,,
TKT01164,2024-08-06,,Infrastructure Support,Meena,Payments,Configuration Issue,Low,Open,,5,,
TKT01165,2024-05-14,2024-05-16,Database Support,Neha,Payments,Bug,HIGH,In Progress,2.0,2,Met,
TKT01166,2024-09-29,,Integration Support,Manish,API Integration,Configuration Issue,Low,In Progress,,5,,
TKT01167,2024-06-06,2024-06-07,Integration Support,Manish,Login ,Configuration Issue,Critical,Open,1.0,1,Met,
TKT01168,2024-02-16,2024-02-16,Integration Support,Arjun,API Integration,Data Issue,HIGH,Resolved,0.0,2,Met,5.0
TKT01169,2024-10-18,2024-10-21,Database Support,Neha,Reporting,Data Issue,HIGH,Open,3.0,2,Breached,
TKT01170,2024-12-14,,Infrastructure Support,Meena,User Management,Configuration Issue,HIGH,In Progress,,2,,
TKT01171,2024-10-19,2024-10-24,Application Support,Sneha,Orders,Performance Issue,Medium,Closed,5.0,3,Breached,2.0
TKT01172,2024-07-26,2024-07-26,Application Support,Karthik,Payments,Data Issue,Low,Closed,0.0,5,Met,4.0
TKT01173,2024-09-12,,Database Support,Sandeep,Payments,Configuration Issue,Medium,Open,,3,,
TKT01174,2024-05-01,2024-05-03,Infrastructure Support,Harish,Reporting ,Performance Issue,Low,Resolved,2.0,5,Met,
TKT01175,2024-09-09,2024-09-12,Integration Support,Manish,User Management,Configuration Issue,High,closed,3.0,2,Breached,1.0
TKT01176,2024-12-05,,Application Support,Karthik,Login,Configuration Issue,low,In Progress,,5,,
TKT01177,2024-07-06,,Infrastructure Support,Kiran,Orders,Performance Issue,High,Pending client,,2,,
TKT01178,2024-11-24,2024-11-24,Application Support,Priya,Login,Access Issue,Medium,Pending Client,0.0,3,Met,
TKT01179,2024-09-28,2024-10-02,Infrastructure Support,Harish,Payments,Data Issue,Critical,Open,4.0,1,Breached,
TKT01180,2024-04-04,2024-04-06,Application Support,Amit,API Integration,Access Issue,High,Closed,2.0,2,Met,4.0
TKT01181,2024-01-17,2024-01-18,Integration Support,Pooja,API Integration,Performance Issue,critical,closed,1.0,1,Met,5.0
TKT01182,2024-10-20,,Infrastructure Support,Naveen,User Management,Performance Issue,Medium,In Progress,,3,,
TKT01183,2024-11-15,2024-11-23,Infrastructure Support,Lakshmi,Payments,Bug,low,Resolved,8.0,5,Breached,3.0
TKT01184,2024-05-08,2024-05-10,Database Support,Neha,Payments,Data Issue,critical,closed,2.0,1,Breached,
TKT01185,2024-05-27,2024-05-27,Integration Support,Manish,User Management,Configuration Issue,HIGH,closed,0.0,2,Met,5.0
TKT01186,2024-09-12,2024-09-17,Database Support,Rohit,Login ,Performance Issue,Medium,closed,5.0,3,Breached,
TKT01187,2024-02-20,2024-02-25,Integration Support,Arjun,Orders,Configuration Issue,Low,Resolved,5.0,5,Met,5.0
TKT01188,2024-06-10,2024-06-10,Application Support,Amit,Login,Performance Issue,Medium,Open,0.0,3,Met,
TKT01189,2024-06-25,,Integration Support,Divya,User Management,Access Issue,High,Pending client,,2,,
TKT01190,2024-09-01,2024-09-03,Database Support,Vikram,Orders,Configuration Issue,Low,resolved,2.0,5,Met,5.0
TKT01191,2024-04-06,2024-04-11,Database Support,Vikram,User Management,Performance Issue,Low,resolved,5.0,5,Met,5.0
TKT01192,2024-05-23,2024-05-25,Infrastructure Support,Kiran,User Management,Data Issue,High,In Progress,2.0,2,Met,
TKT01193,2024-04-10,,Infrastructure Support,Harish,Login,Performance Issue,Medium,Pending Client,,3,,
TKT01194,2024-05-14,,Database Support,Sandeep,Reporting,Performance Issue,Low,Open,,5,,
TKT01195,2024-10-10,2024-10-10,Application Support,Priya,Reporting,Data Issue,Critical,closed,0.0,1,Met,
TKT01196,2024-11-08,,Infrastructure Support,Harish,Reporting,Bug,low,Pending client,,5,,
TKT01197,2024-12-02,,Application Support,Sneha,API Integration,Bug,low,Pending Client,,5,,
TKT01198,2024-03-22,2024-03-26,Application Support,Priya,Payments,Performance Issue,low,closed,4.0,5,Met,5.0
TKT01199,2024-02-08,2024-02-12,Application Support,Priya,User Management,Access Issue,Critical,Pending client,4.0,1,Breached,
TKT01200,2024-03-30,,Infrastructure Support,Kiran,Login,Bug,critical,Pending client,,1,,
TKT01201,2024-01-30,2024-01-30,Application Support,Karthik,Orders,Data Issue,Critical,Closed,0.0,1,Met,
TKT01202,2024-09-20,2024-09-24,Database Support,Neha,Payments,Bug,Low,Pending client,4.0,5,Met,
TKT01203,2024-11-03,2024-11-03,Application Support,Priya,API Integration ,Performance Issue,critical,closed,0.0,1,Met,4.0
TKT01204,2024-02-20,2024-02-22,Infrastructure Support,Kiran,Reporting,Bug,High,Closed,2.0,2,Met,5.0
TKT01205,2024-04-27,2024-05-02,Database Support,Rohit,Payments,Data Issue,Low,closed,5.0,5,Met,3.0
TKT01206,2024-05-18,2024-05-21,Integration Support,Manish,Payments,Performance Issue,Medium,Closed,3.0,3,Met,4.0
TKT01207,2024-08-07,2024-08-09,Database Support,Sandeep,Login,Data Issue,High,closed,2.0,2,Met,5.0
TKT01208,2024-08-17,2024-08-21,Application Support,Sneha,User Management,Bug,Low,Closed,4.0,5,Met,4.0
TKT01209,2024-10-05,2024-10-07,Database Support,Vikram,Reporting,Bug,High,closed,2.0,2,Met,4.0
TKT01210,2024-10-11,2024-10-15,Infrastructure Support,Naveen,Payments,Performance Issue,Medium,Pending client,4.0,3,Breached,
TKT01211,2024-11-29,2024-12-02,Application Support,Amit,API Integration,Bug,Low,Resolved,3.0,5,Met,4.0
TKT01212,2024-11-13,,Application Support,Amit,Payments,Bug,High,Pending Client,,2,,
TKT01213,2024-06-01,2024-06-04,Infrastructure Support,Naveen,Orders,Performance Issue,Medium,resolved,3.0,3,Met,5.0
TKT01214,2024-03-18,,Database Support,Vikram,API Integration ,Performance Issue,Critical,Pending client,,1,,
TKT01215,2024-02-29,2024-03-04,Infrastructure Support,Naveen,Reporting,Access Issue,Medium,closed,4.0,3,Breached,1.0
TKT01216,2024-03-12,,Integration Support,Pooja,Reporting,Bug,critical,Pending Client,,1,,
TKT01217,2024-12-26,2024-12-28,Infrastructure Support,Naveen,User Management,Data Issue,HIGH,Resolved,2.0,2,Met,3.0
TKT01218,2024-06-19,2024-06-19,Database Support,Sandeep,Reporting,Access Issue,Critical,Closed,0.0,1,Met,
TKT01219,2024-04-10,2024-04-13,Application Support,Priya,API Integration,Access Issue,Low,resolved,3.0,5,Met,5.0
TKT01220,2024-11-12,2024-11-17,Database Support,Sandeep,Reporting,Performance Issue,low,resolved,5.0,5,Met,4.0
TKT01221,2024-08-08,2024-08-12,Application Support,Karthik,Reporting,Access Issue,Medium,Closed,4.0,3,Breached,3.0
TKT01222,2024-01-27,,Infrastructure Support,Meena,Reporting,Performance Issue,HIGH,In Progress,,2,,
TKT01223,2024-05-12,,Integration Support,Pooja,Orders,Configuration Issue,Critical,Pending client,,1,,
TKT01224,2024-01-23,2024-01-25,Database Support,Rohit,API Integration,Access Issue,low,Resolved,2.0,5,Met,4.0
TKT01225,2024-04-05,,Application Support,Karthik,Login,Data Issue,HIGH,Pending Client,,2,,
TKT01226,2024-06-19,2024-06-23,Integration Support,Divya,API Integration,Data Issue,low,closed,4.0,5,Met,
TKT01227,2024-12-27,2024-12-30,Integration Support,Pooja,Payments,Data Issue,Medium,Closed,3.0,3,Met,5.0
TKT01228,2024-10-23,,Application Support,Karthik,Reporting,Data Issue,HIGH,Open,,2,,
TKT01229,2024-12-19,2024-12-25,Database Support,Sandeep,Login,Configuration Issue,Low,Resolved,6.0,5,Breached,2.0
TKT01230,2024-08-22,,Integration Support,Tarun,Login,Data Issue,High,Pending client,,2,,
TKT01231,2024-09-23,2024-09-26,Infrastructure Support,Kiran,Payments,Configuration Issue,HIGH,Resolved,3.0,2,Breached,1.0
TKT01232,2024-11-24,2024-11-25,Application Support,Karthik,User Management,Performance Issue,HIGH,closed,1.0,2,Met,3.0
TKT01233,2024-07-12,2024-07-14,Integration Support,Pooja,Login,Access Issue,critical,Pending client,2.0,1,Breached,
TKT01234,2024-09-06,,Application Support,Karthik,Payments,Performance Issue,High,In Progress,,2,,
TKT01235,2024-02-25,2024-03-01,Integration Support,Arjun,Orders,Access Issue,Low,Closed,5.0,5,Met,4.0
TKT01236,2024-01-10,2024-01-14,Infrastructure Support,Harish,Login,Access Issue,Critical,Pending client,4.0,1,Breached,
TKT01237,2024-01-07,2024-01-12,Application Support,Sneha,Login,Configuration Issue,low,resolved,5.0,5,Met,5.0
TKT01238,2024-05-11,,Database Support,Vikram,User Management,Data Issue,critical,Open,,1,,
TKT01239,2024-09-14,2024-09-18,Database Support,Rohit,API Integration,Data Issue,HIGH,resolved,4.0,2,Breached,2.0
TKT01240,2024-01-25,2024-01-29,Database Support,Vikram,Payments,Data Issue,Medium,resolved,4.0,3,Breached,2.0
TKT01241,2024-05-16,2024-05-19,Integration Support,Arjun,Payments,Configuration Issue,Critical,resolved,3.0,1,Breached,
TKT01242,2024-06-12,2024-06-17,Database Support,Neha,API Integration,Configuration Issue,Low,Closed,5.0,5,Met,3.0
TKT01243,2024-12-19,2024-12-22,Integration Support,Divya,Reporting,Data Issue,Medium,resolved,3.0,3,Met,3.0
TKT01244,2024-11-23,,Infrastructure Support,Lakshmi,Reporting,Bug,low,Pending client,,5,,
TKT01245,2024-07-23,2024-07-24,Infrastructure Support,Kiran,Reporting,Data Issue,Medium,Open,1.0,3,Met,
TKT01246,2024-08-12,,Application Support,Amit,Payments,Data Issue,Low,Open,,5,,
TKT01247,2024-06-07,2024-06-08,Database Support,Vikram,API Integration,Performance Issue,HIGH,Closed,1.0,2,Met,5.0
TKT01248,2024-10-24,,Application Support,Rahul,Payments,Configuration Issue,Critical,Pending Client,,1,,
TKT01249,2024-11-16,2024-11-20,Integration Support,Divya,Payments,Performance Issue,Low,closed,4.0,5,Met,
TKT01250,2024-09-08,,Database Support,Vikram,Orders,Bug,High,Pending client,,2,,
TKT01251,2024-07-11,2024-07-14,Integration Support,Tarun,Orders,Bug,HIGH,closed,3.0,2,Breached,1.0
TKT01252,2024-11-23,2024-11-27,Database Support,Rohit,Reporting,Performance Issue,Low,closed,4.0,5,Met,
TKT01253,2024-01-22,,Application Support,Priya,Reporting,Data Issue,High,Pending client,,2,,
TKT01254,2024-12-20,,Infrastructure Support,Meena,Orders,Configuration Issue,Medium,Open,,3,,
TKT01255,2024-12-14,2024-12-20,Integration Support,Tarun,API Integration,Data Issue,Low,Resolved,6.0,5,Breached,2.0
TKT01256,2024-06-23,2024-06-23,Integration Support,Tarun,Payments,Access Issue,HIGH,resolved,0.0,2,Met,5.0
TKT01257,2024-03-12,2024-03-14,Database Support,Sandeep,Reporting,Access Issue,critical,closed,2.0,1,Breached,3.0
TKT01258,2024-12-28,,Application Support,Amit,Reporting,Configuration Issue,Medium,Pending client,,3,,
TKT01259,2024-07-27,,Application Support,Rahul,Reporting,Data Issue,Critical,In Progress,,1,,
TKT01260,2024-08-26,2024-08-30,Integration Support,Pooja,Orders ,Access Issue,Low,In Progress,4.0,5,Met,
TKT01261,2024-06-30,2024-07-04,Infrastructure Support,Meena,Reporting,Access Issue,Medium,Pending Client,4.0,3,Breached,
TKT01262,2024-08-15,,Infrastructure Support,Naveen,Login,Configuration Issue,Critical,Open,,1,,
TKT01263,2024-01-25,,Application Support,Rahul,API Integration,Bug,HIGH,Open,,2,,
TKT01264,2024-02-17,2024-02-20,Database Support,Rohit,API Integration,Configuration Issue,HIGH,Pending Client,3.0,2,Breached,
TKT01265,2024-08-28,2024-08-28,Database Support,Anjali,Login,Data Issue,High,Resolved,0.0,2,Met,3.0
TKT01266,2024-08-05,2024-08-08,Application Support,Sneha,API Integration,Access Issue,Medium,closed,3.0,3,Met,5.0
TKT01267,2024-12-10,2024-12-12,Integration Support,Divya,Reporting ,Access Issue,critical,closed,2.0,1,Breached,3.0
TKT01268,2024-09-15,2024-09-15,Database Support,Neha,Reporting,Performance Issue,critical,Open,0.0,1,Met,
TKT01269,2024-11-03,2024-11-03,Integration Support,Pooja,Login,Configuration Issue,critical,Closed,0.0,1,Met,5.0
TKT01270,2024-03-26,2024-03-29,Application Support,Amit,Payments,Access Issue,HIGH,closed,3.0,2,Breached,2.0
TKT01271,2024-03-18,,Infrastructure Support,Naveen,Reporting,Bug,Low,Pending client,,5,,
TKT01272,2024-05-03,2024-05-04,Database Support,Rohit,Login,Access Issue,HIGH,resolved,1.0,2,Met,3.0
TKT01273,2024-10-25,2024-10-27,Application Support,Priya,Payments,Bug,Critical,closed,2.0,1,Breached,
TKT01274,2024-05-28,2024-05-28,Infrastructure Support,Naveen,Reporting,Access Issue,critical,Closed,0.0,1,Met,5.0
TKT01275,2024-03-12,2024-03-12,Application Support,Sneha,Orders,Performance Issue,Critical,Pending Client,0.0,1,Met,
TKT01276,2024-07-17,,Database Support,Neha,Payments,Performance Issue,low,Pending Client,,5,,
TKT01277,2024-11-16,2024-11-22,Database Support,Anjali,Orders,Performance Issue,low,resolved,6.0,5,Breached,2.0
TKT01278,2024-12-18,2024-12-20,Integration Support,Divya,Payments,Data Issue,low,Pending client,2.0,5,Met,
TKT01279,2024-09-27,2024-10-03,Application Support,Sneha,User Management,Access Issue,low,resolved,6.0,5,Breached,2.0
TKT01280,2024-06-26,2024-07-01,Database Support,Vikram,Reporting,Performance Issue,low,Pending client,5.0,5,Met,
TKT01281,2024-04-27,2024-05-01,Infrastructure Support,Naveen,User Management,Performance Issue,High,Resolved,4.0,2,Breached,2.0
TKT01282,2024-09-24,2024-09-28,Database Support,Rohit,Reporting,Bug,High,Closed,4.0,2,Breached,2.0
TKT01283,2024-10-20,,Integration Support,Divya,Orders,Access Issue,HIGH,In Progress,,2,,
TKT01284,2024-08-25,,Infrastructure Support,Meena,API Integration ,Bug,HIGH,Open,,2,,
TKT01285,2024-08-17,2024-08-17,Database Support,Sandeep,API Integration,Access Issue,Critical,In Progress,0.0,1,Met,
TKT01286,2024-07-05,2024-07-05,Infrastructure Support,Harish,Orders,Access Issue,HIGH,resolved,0.0,2,Met,5.0
TKT01287,2024-10-02,2024-10-05,Application Support,Amit,User Management,Data Issue,Low,Open,3.0,5,Met,
TKT01288,2024-02-22,2024-02-24,Infrastructure Support,Lakshmi,API Integration,Access Issue,Medium,resolved,2.0,3,Met,3.0
TKT01289,2024-01-17,2024-01-23,Integration Support,Manish,User Management,Access Issue,low,Closed,6.0,5,Breached,3.0
TKT01290,2024-09-16,2024-09-17,Integration Support,Manish,User Management,Configuration Issue,Low,Resolved,1.0,5,Met,3.0
TKT01291,2024-07-07,2024-07-11,Integration Support,Divya,Login,Data Issue,Low,Resolved,4.0,5,Met,
TKT01292,2024-01-07,2024-01-07,Integration Support,Pooja,API Integration,Configuration Issue,critical,Resolved,0.0,1,Met,5.0
TKT01293,2024-12-20,2024-12-20,Database Support,Anjali,User Management,Performance Issue,Critical,resolved,0.0,1,Met,4.0
TKT01294,2024-09-29,2024-10-02,Database Support,Sandeep,Orders,Performance Issue,critical,resolved,3.0,1,Breached,
TKT01295,2024-11-09,2024-11-11,Integration Support,Pooja,Login,Bug,HIGH,resolved,2.0,2,Met,5.0
TKT01296,2024-01-09,2024-01-12,Infrastructure Support,Harish,Reporting,Configuration Issue,critical,closed,3.0,1,Breached,2.0
TKT01297,2024-03-12,2024-03-15,Infrastructure Support,Meena,Reporting,Access Issue,critical,closed,3.0,1,Breached,3.0
TKT01298,2024-03-07,2024-03-07,Infrastructure Support,Kiran,Payments,Bug,critical,In Progress,0.0,1,Met,
TKT01299,2024-10-01,,Integration Support,Pooja,API Integration,Bug,critical,Open,,1,,
TKT01300,2024-10-05,2024-10-13,Database Support,Anjali,API Integration,Configuration Issue,low,In Progress,8.0,5,Breached,
TKT01301,2024-01-16,2024-01-17,Database Support,Rohit,API Integration,Performance Issue,High,Closed,1.0,2,Met,4.0
TKT01302,2024-03-19,,Application Support,Sneha,Reporting,Configuration Issue,Critical,Pending client,,1,,
TKT01303,2024-12-25,,Infrastructure Support,Kiran,Login,Configuration Issue,Low,In Progress,,5,,
TKT01304,2024-05-22,2024-05-24,Application Support,Priya,Orders,Configuration Issue,High,Closed,2.0,2,Met,5.0
TKT01305,2024-09-13,2024-09-13,Infrastructure Support,Kiran,Orders,Data Issue,critical,Closed,0.0,1,Met,5.0
TKT01306,2024-01-29,2024-01-29,Database Support,Neha,Orders,Data Issue,critical,Open,0.0,1,Met,
TKT01307,2024-02-23,2024-02-28,Database Support,Neha,User Management,Data Issue,Low,closed,5.0,5,Met,5.0
TKT01308,2024-06-29,2024-06-30,Infrastructure Support,Kiran,API Integration ,Performance Issue,Critical,resolved,1.0,1,Met,5.0
TKT01309,2024-07-13,2024-07-15,Application Support,Karthik,API Integration,Bug,Critical,In Progress,2.0,1,Breached,
TKT01310,2024-11-07,,Infrastructure Support,Lakshmi,API Integration,Data Issue,High,In Progress,,2,,
TKT01311,2024-03-23,,Infrastructure Support,Meena,User Management,Data Issue,HIGH,Open,,2,,
TKT01312,2024-12-19,2024-12-22,Infrastructure Support,Lakshmi,User Management,Data Issue,High,Closed,3.0,2,Breached,3.0
TKT01313,2024-11-10,2024-11-15,Database Support,Sandeep,Login,Performance Issue,Low,resolved,5.0,5,Met,3.0
TKT01314,2024-04-24,,Database Support,Rohit,User Management,Access Issue,low,In Progress,,5,,
TKT01315,2024-01-24,,Infrastructure Support,Lakshmi,Payments,Configuration Issue,Low,Pending client,,5,,
TKT01316,2024-10-23,,Infrastructure Support,Lakshmi,Reporting,Data Issue,High,Pending client,,2,,
TKT01317,2024-08-14,2024-08-14,Integration Support,Divya,Orders,Bug,critical,Closed,0.0,1,Met,3.0
TKT01318,2024-01-24,2024-01-27,Integration Support,Tarun,Login,Bug,Critical,Pending client,3.0,1,Breached,
TKT01319,2024-02-05,2024-02-05,Application Support,Priya,API Integration,Performance Issue,HIGH,Pending Client,0.0,2,Met,
TKT01320,2024-09-26,,Application Support,Rahul,User Management,Performance Issue,Low,Pending client,,5,,
TKT01321,2024-07-19,2024-07-19,Application Support,Amit,Payments,Access Issue,critical,Open,0.0,1,Met,
TKT01322,2024-07-09,,Infrastructure Support,Meena,Reporting,Data Issue,critical,Pending Client,,1,,
TKT01323,2024-06-12,2024-06-15,Database Support,Vikram,User Management,Performance Issue,High,Closed,3.0,2,Breached,3.0
TKT01324,2024-09-23,2024-09-23,Integration Support,Arjun,Orders,Access Issue,HIGH,Pending client,0.0,2,Met,
TKT01325,2024-04-03,2024-04-04,Integration Support,Manish,API Integration,Bug,High,closed,1.0,2,Met,3.0
TKT01326,2024-01-02,2024-01-02,Infrastructure Support,Meena,Payments,Data Issue,Medium,Closed,0.0,3,Met,3.0
TKT01327,2024-11-12,2024-11-16,Infrastructure Support,Naveen,Payments,Performance Issue,High,Closed,4.0,2,Breached,1.0
