Ticket_ID,Created_Date,Resolved_Date,Support_Team,Support_Engineer,Application_Module,Issue_Category,Priority,Ticket_Status,Resolution_Days,SLA_Target_Days,SLA_Status,CSAT_Score
TKT00716,2024-02-18,NULL,Database Support,Anjali,Orders,Access Issue,low,pending client,NULL,5,NULL,NULL
TKT00717,2024-04-21,NULL,Infrastructure Support,Meena,"Reporting ",Access Issue,medium,pending client,NULL,3,NULL,NULL
TKT00718,2024-11-03,2024-11-03,Integration Support,Manish,Payments,Access Issue,medium,resolved,0,3,Met,3
TKT00719,2024-12-10,NULL,Application Support,Sneha,Reporting,Performance Issue,low,in progress,NULL,5,NULL,NULL
TKT00720,2024-04-23,NULL,Infrastructure Support,Kiran,User Management,Configuration Issue,high,in progress,NULL,2,NULL,NULL
TKT00721,2024-10-27,2024-10-27,Database Support,Sandeep,Payments,Configuration Issue,high,resolved,0,2,Met,5
TKT00722,2024-11-26,2024-11-26,Application Support,Rahul,Payments,Performance Issue,critical,closed,0,1,Met,3
TKT00723,2024-11-27,NULL,Integration Support,Tarun,Payments,Access Issue,critical,pending client,NULL,1,NULL,NULL
TKT00724,2024-05-09,2024-05-10,Application Support,Priya,API Integration,Data Issue,critical,closed,1,1,Met,NULL
TKT00725,2024-05-10,2024-05-12,Application Support,Priya,Payments,Configuration Issue,critical,pending client,2,1,Breached,NULL
TKT00726,2024-04-24,NULL,Database Support,Rohit,Login,Data Issue,high,pending client,NULL,2,NULL,NULL
TKT00727,2024-06-17,2024-06-17,Infrastructure Support,Naveen,Payments,Bug,critical,closed,0,1,Met,4
TKT00728,2024-07-17,2024-07-21,Database Support,Anjali,Orders,Bug,high,in progress,4,2,Breached,NULL
TKT00729,2024-09-19,2024-09-21,Database Support,Rohit,Reporting,Bug,medium,open,2,3,Met,NULL
TKT00730,2024-07-27,2024-07-29,Infrastructure Support,Meena,Payments,Performance Issue,low,resolved,2,5,Met,5
TKT00731,2024-12-16,2024-12-16,Database Support,Sandeep,User Management,Bug,critical,pending client,0,1,Met,NULL
TKT00732,2024-03-21,2024-03-22,Application Support,Rahul,Orders,Performance Issue,low,resolved,1,5,Met,3
TKT00733,2024-01-02,NULL,Infrastructure Support,Kiran,Payments,Performance Issue,low,pending client,NULL,5,NULL,NULL
TKT00734,2024-02-04,2024-02-04,Integration Support,Tarun,User Management,Configuration Issue,high,resolved,0,2,Met,NULL
TKT00735,2024-03-24,2024-03-30,Application Support,Amit,Orders,Access Issue,low,closed,6,5,Breached,NULL
TKT00736,2024-04-01,2024-04-07,Integration Support,Arjun,API Integration,Data Issue,low,in progress,6,5,Breached,NULL
TKT00737,2024-09-06,NULL,Application Support,Rahul,User Management,Performance Issue,high,open,NULL,2,NULL,NULL
TKT00738,2024-11-26,NULL,Database Support,Neha,Payments,Data Issue,high,in progress,NULL,2,NULL,NULL
TKT00739,2024-08-17,2024-08-23,Integration Support,Arjun,User Management,Bug,low,pending client,6,5,Breached,NULL
TKT00740,2024-03-19,2024-03-21,Infrastructure Support,Harish,User Management,Data Issue,high,resolved,2,2,Met,4
TKT00741,2024-02-11,2024-02-13,Database Support,Vikram,User Management,Bug,high,closed,2,2,Met,5
TKT00742,2024-02-25,NULL,Integration Support,Tarun,Reporting,Bug,critical,in progress,NULL,1,NULL,NULL
TKT00743,2024-08-30,2024-09-05,Application Support,Sneha,Orders,Configuration Issue,low,closed,6,5,Breached,NULL
TKT00744,2024-11-05,2024-11-05,Database Support,Vikram,Login,Access Issue,critical,closed,0,1,Met,NULL
TKT00745,2024-06-09,2024-06-09,Infrastructure Support,Harish,Orders,Access Issue,critical,closed,0,1,Met,3
TKT00746,2024-02-27,2024-03-01,Infrastructure Support,Meena,User Management,Bug,low,closed,3,5,Met,5
TKT00747,2024-08-11,2024-08-14,Integration Support,Divya,Orders,Configuration Issue,medium,closed,3,3,Met,5
TKT00748,2024-09-21,NULL,Integration Support,Tarun,Login,Bug,low,open,NULL,5,NULL,NULL
TKT00749,2024-06-06,NULL,Integration Support,Tarun,User Management,Data Issue,low,pending client,NULL,5,NULL,NULL
TKT00750,2024-08-26,2024-08-26,Integration Support,Tarun,User Management,Configuration Issue,high,pending client,0,2,Met,NULL
TKT00751,2024-10-12,2024-10-20,Database Support,Anjali,User Management,Configuration Issue,low,closed,8,5,Breached,NULL
TKT00752,2024-07-23,NULL,Database Support,Rohit,Orders,Access Issue,critical,open,NULL,1,NULL,NULL
TKT00753,2024-11-28,NULL,Integration Support,Arjun,Payments,Performance Issue,low,in progress,NULL,5,NULL,NULL
TKT00754,2024-07-10,NULL,Infrastructure Support,Harish,API Integration,Performance Issue,critical,pending client,NULL,1,NULL,NULL
TKT00755,2024-06-21,NULL,Infrastructure Support,Kiran,Reporting,Configuration Issue,medium,open,NULL,3,NULL,NULL
TKT00756,2024-05-17,NULL,Application Support,Karthik,Payments,Data Issue,low,open,NULL,5,NULL,NULL
TKT00757,2024-02-15,2024-02-15,Integration Support,Pooja,User Management,Configuration Issue,critical,resolved,0,1,Met,5
TKT00758,2024-10-09,2024-10-09,Integration Support,Arjun,User Management,Configuration Issue,critical,resolved,0,1,Met,4
TKT00759,2024-07-21,2024-07-21,Integration Support,Manish,Login,Data Issue,critical,closed,0,1,Met,3
TKT00760,2024-01-01,2024-01-08,Application Support,Sneha,API Integration,Performance Issue,low,closed,7,5,Breached,1
TKT00761,2024-12-29,NULL,Database Support,Vikram,User Management,Bug,high,in progress,NULL,2,NULL,NULL
TKT00762,2024-07-09,2024-07-11,Database Support,Neha,Orders,Configuration Issue,critical,closed,2,1,Breached,1
TKT00763,2024-03-15,NULL,Application Support,Karthik,API Integration,Performance Issue,medium,in progress,NULL,3,NULL,NULL
TKT00764,2024-02-16,NULL,Integration Support,Manish,Reporting,Configuration Issue,critical,pending client,NULL,1,NULL,NULL
TKT00765,2024-09-13,NULL,Integration Support,Tarun,"API Integration ",Data Issue,critical,pending client,NULL,1,NULL,NULL
TKT00766,2024-09-25,NULL,Integration Support,Manish,API Integration,Data Issue,high,open,NULL,2,NULL,NULL
TKT00767,2024-02-28,2024-03-02,Integration Support,Arjun,API Integration,Access Issue,critical,resolved,3,1,Breached,3
TKT00768,2024-12-07,NULL,Database Support,Anjali,Payments,Configuration Issue,high,pending client,NULL,2,NULL,NULL
TKT00769,2024-01-30,2024-02-02,Infrastructure Support,Harish,Login,Configuration Issue,low,resolved,3,5,Met,3
TKT00770,2024-02-14,NULL,Application Support,Sneha,API Integration,Performance Issue,medium,in progress,NULL,3,NULL,NULL
TKT00771,2024-06-05,NULL,Application Support,Karthik,Reporting,Configuration Issue,high,open,NULL,2,NULL,NULL
TKT00772,2024-08-08,2024-08-12,Application Support,Amit,Login,Access Issue,low,resolved,4,5,Met,NULL
TKT00773,2024-09-07,2024-09-11,Application Support,Rahul,Login,Performance Issue,low,open,4,5,Met,NULL
TKT00774,2024-11-17,NULL,Infrastructure Support,Lakshmi,Orders,Bug,high,pending client,NULL,2,NULL,NULL
TKT00775,2024-09-08,2024-09-08,Infrastructure Support,Lakshmi,User Management,Performance Issue,critical,closed,0,1,Met,3
TKT00776,2024-11-02,2024-11-04,Infrastructure Support,Lakshmi,User Management,Bug,critical,open,2,1,Breached,NULL
TKT00777,2024-11-01,2024-11-06,Integration Support,Arjun,"User Management ",Performance Issue,low,pending client,5,5,Met,NULL
TKT00778,2024-07-12,2024-07-13,Infrastructure Support,Kiran,Orders,Access Issue,high,closed,1,2,Met,5
TKT00779,2024-10-17,2024-10-22,Integration Support,Manish,User Management,Configuration Issue,low,in progress,5,5,Met,NULL
TKT00780,2024-10-24,2024-10-30,Application Support,Sneha,Reporting,Access Issue,low,resolved,6,5,Breached,2
TKT00781,2024-06-13,2024-06-14,Application Support,Amit,"API Integration ",Bug,critical,closed,1,1,Met,3
TKT00782,2024-04-25,2024-04-28,Database Support,Rohit,Payments,Performance Issue,low,pending client,3,5,Met,NULL
TKT00783,2024-06-26,2024-06-30,Application Support,Priya,Reporting,Access Issue,high,resolved,4,2,Breached,1
TKT00784,2024-09-09,2024-09-10,Integration Support,Manish,Login,Access Issue,high,closed,1,2,Met,3
TKT00785,2024-06-17,2024-06-17,Application Support,Sneha,User Management,Bug,high,closed,0,2,Met,NULL
TKT00786,2024-03-03,NULL,Integration Support,Tarun,API Integration,Bug,medium,open,NULL,3,NULL,NULL
TKT00787,2024-01-01,2024-01-02,Application Support,Priya,Payments,Data Issue,critical,closed,1,1,Met,4
TKT00788,2024-06-16,2024-06-19,Database Support,Neha,API Integration,Access Issue,low,resolved,3,5,Met,4
TKT00789,2024-05-21,2024-05-22,Infrastructure Support,Kiran,API Integration,Access Issue,high,pending client,1,2,Met,NULL
TKT00790,2024-03-03,2024-03-08,Integration Support,Pooja,Payments,Bug,low,resolved,5,5,Met,3
TKT00791,2024-10-03,2024-10-08,Application Support,Amit,API Integration,Performance Issue,low,resolved,5,5,Met,3
TKT00792,2024-01-04,2024-01-10,Database Support,Anjali,Payments,Bug,low,closed,6,5,Breached,2
TKT00793,2024-07-28,NULL,Database Support,Neha,API Integration,Bug,low,open,NULL,5,NULL,NULL
TKT00794,2024-06-26,NULL,Database Support,Anjali,User Management,Performance Issue,low,open,NULL,5,NULL,NULL
TKT00795,2024-05-24,2024-05-25,Database Support,Neha,Login,Data Issue,high,pending client,1,2,Met,NULL
TKT00796,2024-11-22,NULL,Integration Support,Divya,Orders,Configuration Issue,low,open,NULL,5,NULL,NULL
TKT00797,2024-08-15,NULL,Application Support,Rahul,Reporting,Bug,medium,in progress,NULL,3,NULL,NULL
TKT00798,2024-08-09,2024-08-12,Application Support,Priya,User Management,Configuration Issue,medium,resolved,3,3,Met,4
TKT00799,2024-11-21,2024-11-23,Integration Support,Divya,API Integration,Bug,medium,closed,2,3,Met,5
TKT00800,2024-08-16,NULL,Infrastructure Support,Lakshmi,Payments,Data Issue,high,open,NULL,2,NULL,NULL
TKT00801,2024-05-10,2024-05-11,Infrastructure Support,Lakshmi,User Management,Configuration Issue,critical,closed,1,1,Met,3
TKT00802,2024-01-11,2024-01-15,Infrastructure Support,Meena,Payments,Performance Issue,low,open,4,5,Met,NULL
TKT00803,2024-07-11,2024-07-11,Application Support,Rahul,API Integration,Configuration Issue,high,resolved,0,2,Met,5
TKT00804,2024-04-25,2024-04-26,Infrastructure Support,Harish,Orders,Performance Issue,critical,closed,1,1,Met,3
TKT00805,2024-08-02,2024-08-05,Infrastructure Support,Harish,API Integration,Data Issue,medium,resolved,3,3,Met,NULL
TKT00806,2024-09-09,NULL,Infrastructure Support,Meena,Orders,Performance Issue,high,open,NULL,2,NULL,NULL
TKT00807,2024-06-01,2024-06-02,Database Support,Vikram,Payments,Bug,high,closed,1,2,Met,3
TKT00808,2024-02-09,2024-02-10,Integration Support,Divya,User Management,Performance Issue,medium,closed,1,3,Met,3
TKT00809,2024-06-03,NULL,Application Support,Sneha,Payments,Access Issue,low,pending client,NULL,5,NULL,NULL
TKT00810,2024-09-06,NULL,Infrastructure Support,Kiran,Login,Bug,critical,pending client,NULL,1,NULL,NULL
TKT00811,2024-04-05,NULL,Integration Support,Manish,Reporting,Configuration Issue,high,open,NULL,2,NULL,NULL
TKT00812,2024-11-30,2024-12-04,Infrastructure Support,Meena,Payments,Access Issue,low,in progress,4,5,Met,NULL
TKT00813,2024-04-30,2024-05-02,Integration Support,Manish,API Integration,Data Issue,medium,closed,2,3,Met,4
TKT00814,2024-08-08,NULL,Integration Support,Arjun,Login,Performance Issue,low,pending client,NULL,5,NULL,NULL
TKT00815,2024-09-01,2024-09-04,Database Support,Rohit,Payments,Data Issue,medium,pending client,3,3,Met,NULL
TKT00816,2024-01-16,2024-01-19,Infrastructure Support,Naveen,Login,Access Issue,low,in progress,3,5,Met,NULL
TKT00817,2024-04-17,2024-04-21,Infrastructure Support,Kiran,Reporting,Access Issue,medium,open,4,3,Breached,NULL
TKT00818,2024-05-12,2024-05-18,Database Support,Rohit,Reporting,Bug,low,pending client,6,5,Breached,NULL
TKT00819,2024-09-30,NULL,Infrastructure Support,Lakshmi,API Integration,Configuration Issue,high,open,NULL,2,NULL,NULL
TKT00820,2024-02-19,NULL,Database Support,Rohit,Reporting,Data Issue,critical,pending client,NULL,1,NULL,NULL
TKT00821,2024-07-10,2024-07-10,Database Support,Anjali,Reporting,Data Issue,critical,resolved,0,1,Met,4
TKT00822,2024-12-13,NULL,Infrastructure Support,Meena,API Integration,Performance Issue,high,pending client,NULL,2,NULL,NULL
TKT00823,2024-04-11,NULL,Application Support,Priya,Orders,Configuration Issue,high,in progress,NULL,2,NULL,NULL
TKT00824,2024-03-11,2024-03-11,Integration Support,Manish,Login,Access Issue,high,resolved,0,2,Met,5
TKT00825,2024-02-14,NULL,Application Support,Karthik,Payments,Performance Issue,high,open,NULL,2,NULL,NULL
TKT00826,2024-05-14,2024-05-18,Application Support,Amit,Reporting,Access Issue,low,resolved,4,5,Met,4
TKT00827,2024-05-06,2024-05-08,Database Support,Rohit,User Management,Bug,critical,resolved,2,1,Breached,NULL
TKT00828,2024-09-12,2024-09-13,Database Support,Anjali,User Management,Performance Issue,high,pending client,1,2,Met,NULL
TKT00829,2024-01-24,NULL,Database Support,Neha,User Management,Performance Issue,critical,pending client,NULL,1,NULL,NULL
TKT00830,2024-03-30,2024-03-30,Application Support,Sneha,Payments,Access Issue,medium,closed,0,3,Met,3
TKT00831,2024-06-20,NULL,Database Support,Rohit,Payments,Access Issue,low,open,NULL,5,NULL,NULL
TKT00832,2024-09-07,2024-09-09,Infrastructure Support,Kiran,Orders,Bug,high,resolved,2,2,Met,NULL
TKT00833,2024-02-21,2024-02-24,Application Support,Sneha,API Integration,Configuration Issue,medium,pending client,3,3,Met,NULL
TKT00834,2024-02-23,2024-02-24,Integration Support,Manish,API Integration,Bug,high,closed,1,2,Met,5
TKT00835,2024-10-06,2024-10-06,Infrastructure Support,Harish,Orders,Data Issue,high,closed,0,2,Met,NULL
TKT00836,2024-04-06,2024-04-07,Database Support,Rohit,API Integration,Access Issue,high,closed,1,2,Met,3
TKT00837,2024-09-06,2024-09-10,Application Support,Karthik,Payments,Bug,medium,open,4,3,Breached,NULL
TKT00838,2024-05-18,2024-05-19,Integration Support,Manish,Login,Performance Issue,medium,closed,1,3,Met,4
TKT00839,2024-12-06,NULL,Database Support,Anjali,Payments,Bug,low,pending client,NULL,5,NULL,NULL
TKT00840,2024-02-23,2024-02-28,Application Support,Sneha,Reporting,Bug,medium,open,5,3,Breached,NULL
TKT00841,2024-09-08,2024-09-10,Application Support,Sneha,API Integration,Configuration Issue,high,resolved,2,2,Met,NULL
TKT00842,2024-02-13,2024-02-14,Database Support,Sandeep,Reporting,Data Issue,high,resolved,1,2,Met,NULL
TKT00843,2024-09-19,2024-09-23,Integration Support,Tarun,Login,Access Issue,medium,resolved,4,3,Breached,1
TKT00844,2024-03-04,2024-03-04,Application Support,Amit,Payments,Data Issue,critical,closed,0,1,Met,3
TKT00845,2024-07-27,2024-08-01,Infrastructure Support,Harish,API Integration,Configuration Issue,low,pending client,5,5,Met,NULL
TKT00846,2024-08-28,2024-09-01,Database Support,Sandeep,API Integration,Access Issue,high,resolved,4,2,Breached,NULL
TKT00847,2024-02-24,2024-02-29,Database Support,Rohit,Login,Configuration Issue,high,closed,5,2,Breached,3
TKT00848,2024-01-04,NULL,Database Support,Vikram,API Integration,Data Issue,medium,open,NULL,3,NULL,NULL
TKT00849,2024-08-03,2024-08-09,Application Support,Priya,Orders,Performance Issue,low,closed,6,5,Breached,3
TKT00850,2024-06-01,2024-06-06,Infrastructure Support,Kiran,Reporting,Data Issue,high,closed,5,2,Breached,2
TKT00851,2024-03-02,NULL,Infrastructure Support,Harish,Reporting,Configuration Issue,medium,pending client,NULL,3,NULL,NULL
TKT00852,2024-08-26,2024-08-31,Database Support,Vikram,API Integration,Data Issue,low,pending client,5,5,Met,NULL
TKT00853,2024-12-23,NULL,Database Support,Anjali,Reporting,Data Issue,low,open,NULL,5,NULL,NULL
TKT00854,2024-12-27,2024-12-29,Database Support,Rohit,Login,Data Issue,medium,open,2,3,Met,NULL
TKT00855,2024-10-23,2024-10-28,Infrastructure Support,Kiran,Login,Performance Issue,low,open,5,5,Met,NULL
TKT00856,2024-08-03,NULL,Database Support,Vikram,API Integration,Access Issue,critical,in progress,NULL,1,NULL,NULL
TKT00857,2024-04-21,NULL,Application Support,Karthik,Payments,Performance Issue,high,pending client,NULL,2,NULL,NULL
TKT00858,2024-11-06,2024-11-08,Database Support,Sandeep,Orders,Bug,high,closed,2,2,Met,NULL
TKT00859,2024-03-04,NULL,Database Support,Sandeep,Orders,Bug,high,pending client,NULL,2,NULL,NULL
TKT00860,2024-05-16,2024-05-20,Integration Support,Tarun,User Management,Configuration Issue,medium,pending client,4,3,Breached,NULL
TKT00861,2024-08-12,2024-08-20,Infrastructure Support,Kiran,Orders,Data Issue,low,resolved,8,5,Breached,1
TKT00862,2024-07-21,NULL,Infrastructure Support,Kiran,Payments,Data Issue,critical,pending client,NULL,1,NULL,NULL
TKT00863,2024-11-26,NULL,Infrastructure Support,Kiran,Orders,Bug,high,pending client,NULL,2,NULL,NULL
TKT00864,2024-03-10,2024-03-15,Integration Support,Pooja,Reporting,Data Issue,low,resolved,5,5,Met,4
TKT00865,2024-03-11,2024-03-12,Infrastructure Support,Lakshmi,User Management,Access Issue,critical,resolved,1,1,Met,5
TKT00866,2024-02-05,NULL,Integration Support,Arjun,API Integration,Performance Issue,critical,pending client,NULL,1,NULL,NULL
TKT00867,2024-05-07,2024-05-07,Integration Support,Tarun,Reporting,Data Issue,medium,pending client,0,3,Met,NULL
TKT00868,2024-01-23,2024-01-23,Application Support,Karthik,API Integration,Bug,medium,closed,0,3,Met,NULL
TKT00869,2024-09-07,NULL,Application Support,Karthik,Reporting,Configuration Issue,critical,pending client,NULL,1,NULL,NULL
TKT00870,2024-07-01,2024-07-07,Integration Support,Manish,Login,Performance Issue,low,pending client,6,5,Breached,NULL
TKT00871,2024-02-14,2024-02-16,Integration Support,Manish,Orders,Data Issue,medium,resolved,2,3,Met,3
TKT00872,2024-08-11,2024-08-14,Infrastructure Support,Meena,User Management,Configuration Issue,low,pending client,3,5,Met,NULL
TKT00873,2024-10-22,2024-10-22,Database Support,Sandeep,User Management,Data Issue,critical,closed,0,1,Met,3
TKT00874,2024-08-27,2024-08-28,Infrastructure Support,Kiran,User Management,Performance Issue,medium,resolved,1,3,Met,NULL
TKT00875,2024-01-31,2024-02-01,Application Support,Amit,Payments,Bug,medium,resolved,1,3,Met,NULL
TKT00876,2024-07-28,2024-08-01,Application Support,Karthik,API Integration,Configuration Issue,low,resolved,4,5,Met,4
TKT00877,2024-04-02,2024-04-03,Database Support,Neha,Payments,Performance Issue,high,resolved,1,2,Met,3
TKT00878,2024-06-17,2024-06-22,Database Support,Neha,Orders,Bug,medium,open,5,3,Breached,NULL
TKT00879,2024-03-18,NULL,Application Support,Karthik,Orders,Access Issue,critical,pending client,NULL,1,NULL,NULL
TKT00880,2024-05-13,NULL,Application Support,Rahul,Payments,Performance Issue,low,pending client,NULL,5,NULL,NULL
TKT00881,2024-11-29,2024-11-29,Integration Support,Arjun,Orders,Data Issue,high,resolved,0,2,Met,4
TKT00882,2024-09-19,2024-09-26,Application Support,Amit,Orders,Data Issue,low,closed,7,5,Breached,1
TKT00883,2024-07-04,NULL,Infrastructure Support,Meena,User Management,Access Issue,medium,open,NULL,3,NULL,NULL
TKT00884,2024-08-08,2024-08-13,Integration Support,Arjun,API Integration,Configuration Issue,low,closed,5,5,Met,NULL
TKT00885,2024-10-12,2024-10-15,Integration Support,Tarun,User Management,Configuration Issue,high,closed,3,2,Breached,NULL
TKT00886,2024-12-20,2024-12-27,Database Support,Neha,API Integration,Access Issue,low,closed,7,5,Breached,1
TKT00887,2024-03-17,2024-03-19,Database Support,Anjali,Reporting,Access Issue,low,resolved,2,5,Met,5
TKT00888,2024-06-10,NULL,Infrastructure Support,Meena,Login,Configuration Issue,low,pending client,NULL,5,NULL,NULL
TKT00889,2024-11-15,NULL,Application Support,Amit,Reporting,Configuration Issue,low,open,NULL,5,NULL,NULL
TKT00890,2024-10-08,2024-10-11,Integration Support,Arjun,API Integration,Performance Issue,medium,resolved,3,3,Met,NULL
TKT00891,2024-09-09,2024-09-13,Infrastructure Support,Meena,User Management,Bug,low,closed,4,5,Met,4
TKT00892,2024-08-17,2024-08-20,Infrastructure Support,Meena,Payments,Data Issue,low,closed,3,5,Met,5
TKT00893,2024-10-03,NULL,Infrastructure Support,Lakshmi,Orders,Access Issue,medium,pending client,NULL,3,NULL,NULL
TKT00894,2024-09-17,2024-09-19,Database Support,Neha,Login,Performance Issue,critical,pending client,2,1,Breached,NULL
TKT00895,2024-06-23,2024-06-23,Database Support,Anjali,Payments,Configuration Issue,critical,closed,0,1,Met,4
TKT00896,2024-11-01,2024-11-02,Infrastructure Support,Meena,API Integration,Access Issue,high,pending client,1,2,Met,NULL
TKT00897,2024-05-26,NULL,Database Support,Neha,Reporting,Performance Issue,low,in progress,NULL,5,NULL,NULL
TKT00898,2024-09-07,2024-09-07,Integration Support,Pooja,API Integration,Access Issue,critical,resolved,0,1,Met,NULL
TKT00899,2024-06-27,NULL,Application Support,Amit,Login,Access Issue,high,in progress,NULL,2,NULL,NULL
TKT00900,2024-06-05,2024-06-14,Integration Support,Manish,API Integration,Data Issue,low,resolved,9,5,Breached,NULL
TKT00901,2024-09-13,2024-09-13,Application Support,Sneha,User Management,Data Issue,critical,closed,0,1,Met,NULL
TKT00902,2024-09-30,2024-10-01,Infrastructure Support,Lakshmi,Orders,Data Issue,high,closed,1,2,Met,NULL
TKT00903,2024-07-14,2024-07-17,Integration Support,Arjun,User Management,Access Issue,low,pending client,3,5,Met,NULL
TKT00904,2024-01-09,NULL,Integration Support,Divya,Login,Data Issue,high,pending client,NULL,2,NULL,NULL
TKT00905,2024-09-29,NULL,Infrastructure Support,Naveen,User Management,Data Issue,critical,pending client,NULL,1,NULL,NULL
TKT00906,2024-09-29,2024-10-01,Application Support,Sneha,Reporting,Configuration Issue,critical,pending client,2,1,Breached,NULL
TKT00907,2024-10-20,2024-10-23,Infrastructure Support,Meena,Reporting,Access Issue,medium,resolved,3,3,Met,NULL
TKT00908,2024-07-28,2024-07-28,Application Support,Priya,Reporting,Data Issue,critical,in progress,0,1,Met,NULL
TKT00909,2024-12-31,2025-01-02,Database Support,Vikram,API Integration,Bug,low,resolved,2,5,Met,NULL
TKT00910,2024-07-05,NULL,Database Support,Vikram,Login,Access Issue,low,pending client,NULL,5,NULL,NULL
TKT00911,2024-04-17,2024-04-21,Database Support,Anjali,User Management,Bug,high,closed,4,2,Breached,1
TKT00912,2024-06-15,NULL,Database Support,Vikram,Reporting,Access Issue,critical,in progress,NULL,1,NULL,NULL
TKT00913,2024-07-13,NULL,Database Support,Neha,Reporting,Configuration Issue,high,open,NULL,2,NULL,NULL
TKT00914,2024-02-07,2024-02-09,Application Support,Sneha,User Management,Performance Issue,critical,resolved,2,1,Breached,2
TKT00915,2024-08-29,2024-08-30,Application Support,Karthik,API Integration,Performance Issue,high,in progress,1,2,Met,NULL
TKT00916,2024-10-08,2024-10-09,Infrastructure Support,Harish,Payments,Performance Issue,high,closed,1,2,Met,5
TKT00917,2024-08-16,NULL,Integration Support,Pooja,User Management,Configuration Issue,critical,in progress,NULL,1,NULL,NULL
TKT00918,2024-06-18,2024-06-22,Database Support,Anjali,Payments,Data Issue,low,closed,4,5,Met,NULL
TKT00919,2024-07-25,2024-07-26,Database Support,Neha,API Integration,Performance Issue,critical,closed,1,1,Met,5
TKT00920,2024-06-25,NULL,Application Support,Karthik,API Integration,Configuration Issue,critical,in progress,NULL,1,NULL,NULL
TKT00921,2024-01-03,2024-01-09,Database Support,Sandeep,Orders,Configuration Issue,low,resolved,6,5,Breached,3
TKT00922,2024-11-08,2024-11-12,Application Support,Rahul,API Integration,Data Issue,critical,closed,4,1,Breached,NULL
TKT00923,2024-11-14,NULL,Infrastructure Support,Harish,"Orders ",Bug,low,open,NULL,5,NULL,NULL
TKT00924,2024-09-29,NULL,Infrastructure Support,Meena,User Management,Data Issue,low,open,NULL,5,NULL,NULL
TKT00925,2024-01-03,2024-01-03,Integration Support,Arjun,Login,Bug,high,in progress,0,2,Met,NULL
TKT00926,2024-07-18,2024-07-18,Infrastructure Support,Naveen,Login,Data Issue,critical,closed,0,1,Met,5
TKT00927,2024-06-15,2024-06-18,Database Support,Neha,Payments,Bug,low,closed,3,5,Met,5
TKT00928,2024-03-31,2024-04-01,Database Support,Sandeep,API Integration,Bug,critical,resolved,1,1,Met,NULL
TKT00929,2024-12-06,2024-12-08,Integration Support,Divya,Login,Data Issue,high,resolved,2,2,Met,4
TKT00930,2024-07-30,2024-08-01,Integration Support,Tarun,Login,Configuration Issue,high,resolved,2,2,Met,5
TKT00931,2024-07-17,2024-07-22,Database Support,Rohit,Login,Data Issue,low,resolved,5,5,Met,5
TKT00932,2024-03-04,NULL,Application Support,Rahul,Login,Data Issue,medium,open,NULL,3,NULL,NULL
TKT00933,2024-11-13,2024-11-17,Application Support,Priya,Login,Configuration Issue,low,resolved,4,5,Met,4
TKT00934,2024-08-22,2024-08-25,Integration Support,Manish,Payments,Data Issue,low,resolved,3,5,Met,5
TKT00935,2024-06-03,2024-06-08,Integration Support,Pooja,User Management,Configuration Issue,high,pending client,5,2,Breached,NULL
TKT00936,2024-12-02,2024-12-08,Database Support,Vikram,Login,Configuration Issue,low,resolved,6,5,Breached,1
TKT00937,2024-04-15,NULL,Application Support,Karthik,Orders,Data Issue,high,open,NULL,2,NULL,NULL
TKT00938,2024-07-03,NULL,Database Support,Rohit,"Payments ",Performance Issue,high,pending client,NULL,2,NULL,NULL
TKT00939,2024-04-29,2024-05-02,Integration Support,Tarun,Reporting,Bug,low,closed,3,5,Met,4
TKT00940,2024-10-14,2024-10-16,Infrastructure Support,Kiran,Login,Access Issue,high,closed,2,2,Met,NULL
TKT00941,2024-02-05,2024-02-10,Database Support,Sandeep,User Management,Performance Issue,medium,closed,5,3,Breached,NULL
TKT00942,2024-06-26,2024-06-29,Integration Support,Arjun,Login,Configuration Issue,high,closed,3,2,Breached,NULL
TKT00943,2024-10-20,2024-10-23,Infrastructure Support,Meena,Payments,Data Issue,high,closed,3,2,Breached,1
TKT00944,2024-03-24,2024-03-26,Infrastructure Support,Naveen,Reporting,Access Issue,critical,resolved,2,1,Breached,1
TKT00945,2024-09-30,2024-10-03,Database Support,Sandeep,API Integration,Configuration Issue,high,resolved,3,2,Breached,NULL
TKT00946,2024-06-12,2024-06-18,Infrastructure Support,Naveen,Reporting,Data Issue,low,closed,6,5,Breached,1
TKT00947,2024-10-16,2024-10-19,Application Support,Rahul,API Integration,Bug,medium,closed,3,3,Met,NULL
TKT00948,2024-07-21,NULL,Infrastructure Support,Lakshmi,Orders,Data Issue,low,in progress,NULL,5,NULL,NULL
TKT00949,2024-04-14,2024-04-14,Database Support,Sandeep,API Integration,Bug,high,resolved,0,2,Met,NULL
TKT00950,2024-12-29,2025-01-02,Database Support,Neha,Reporting,Configuration Issue,low,closed,4,5,Met,4
TKT00951,2024-12-08,2024-12-16,Integration Support,Manish,"Reporting ",Data Issue,low,open,8,5,Breached,NULL
TKT00952,2024-08-28,2024-09-01,Infrastructure Support,Meena,User Management,Bug,low,resolved,4,5,Met,4
TKT00953,2024-08-12,2024-08-12,Infrastructure Support,Harish,Login,Bug,critical,open,0,1,Met,NULL
TKT00954,2024-03-09,NULL,Integration Support,Tarun,Orders,Performance Issue,medium,open,NULL,3,NULL,NULL
TKT00955,2024-06-12,2024-06-17,Integration Support,Manish,Payments,Data Issue,low,pending client,5,5,Met,NULL
